ChCode,       Amount OB       ,        Principal Amount Due        
01PSFL2607-244," 698,257.05 "," 25,778.98 "
01PSFL2607-245," 1,243,017.35 "," 42,359.67 "
01PSFL2607-246," 269,041.19 "," 8,746.11 "
01PSFL2607-247," 337,019.64 "," 19,649.82 "
01PSFL2607-248," 3,251,832.73 "," 109,858.74 "
01PSFL2607-249," 2,448,163.99 "," 99,109.95 "
01PSFL2607-25," 1,859,545.41 "," 94,195.07 "
01PSFL2607-250," 1,574,560.76 "," 54,355.66 "
01PSFL2607-252," 520,123.26 "," 31,852.02 "
01PSFL2607-253," 901,825.79 "," 30,503.02 "
01PSFL2607-254," 889,022.11 "," 32,215.61 "
01PSFL2607-255," 1,248,929.07 "," 44,633.14 "
01PSFL2607-256," 883,939.58 "," 36,480.83 "
01PSFL2607-258," 3,290,365.57 "," 109,809.84 "
01PSFL2607-259," 544,845.87 "," 28,386.11 "
01PSFL2607-260," 401,001.65 "," 17,163.29 "
01PSFL2607-261," 2,232,495.16 "," 115,769.54 "
01PSFL2607-264," 2,731,963.23 "," 87,929.24 "
01PSFL2607-265," 342,207.87 "," 28,093.45 "
01PSFL2607-266," 2,486,077.46 "," 71,255.30 "
01PSFL2607-267," 1,106,806.59 "," 37,881.66 "
01PSFL2607-269," 1,240,071.38 "," 51,967.71 "
01PSFL2607-27," 3,169,514.50 "," 92,790.69 "
01PSFL2607-271," 1,827,801.15 "," 56,581.69 "
01PSFL2607-272," 757,867.92 "," 28,731.50 "
01PSFL2607-274," 1,764,222.96 "," 64,095.61 "
01PSFL2607-275," 570,458.47 "," 33,186.91 "
01PSFL2607-276," 2,465,852.43 "," 73,489.20 "
01PSFL2607-277," 438,050.23 "," 31,281.87 "
01PSFL2607-278," 1,320,467.25 "," 59,155.82 "
01PSFL2607-279," 818,234.83 "," 28,369.64 "
01PSFL2607-28," 938,120.07 "," 32,903.67 "
01PSFL2607-280," 735,294.28 "," 21,866.87 "
01PSFL2607-281," 3,306,511.71 "," 109,671.67 "
01PSFL2607-283," 3,102,045.63 "," 85,800.00 "
01PSFL2607-287," 903,888.88 "," 26,448.57 "
01PSFL2607-288," 3,084,063.28 "," 94,563.98 "
01PSFL2607-289," 1,173,805.56 "," 54,690.30 "
01PSFL2607-29," 1,075,478.24 "," 38,511.08 "
01PSFL2607-290," 2,393,616.58 "," 65,825.99 "
01PSFL2607-291," 1,105,986.34 "," 30,205.63 "
01PSFL2607-292," 125,894.21 "," 10,201.70 "
01PSFL2607-293," 1,047,804.35 "," 43,893.07 "
01PSFL2607-294," 1,064,774.41 "," 38,065.15 "
01PSFL2607-295," 1,975,089.31 "," 79,055.96 "
01PSFL2607-296," 2,278,152.46 "," 82,184.76 "
01PSFL2607-30," 1,103,999.97 "," 38,203.75 "
01PSFL2607-301," 600,907.60 "," 27,680.03 "
01PSFL2607-303," 207,943.50 "," 12,059.61 "
01PSFL2607-304," 2,305,099.54 "," 80,149.16 "
01PSFL2607-305," 3,245,008.19 "," 89,185.14 "
01PSFL2607-306," 411,981.92 "," 12,704.46 "
01PSFL2607-308," 351,429.89 "," 14,629.02 "
01PSFL2607-31," 546,322.09 "," 18,919.84 "
01PSFL2607-310," 399,600.00 "," 13,620.10 "
01PSFL2607-312," 216,311.52 "," 95,377.29 "
01PSFL2607-313," 1,464,977.45 "," 67,961.18 "
01PSFL2607-314," 789,993.58 "," 24,724.12 "
01PSFL2607-315," 704,872.58 "," 73,630.58 "
01PSFL2607-316," 333,037.68 "," 28,851.36 "
01PSFL2607-318," 762,181.20 "," 22,220.26 "
01PSFL2607-319," 1,654,512.63 "," 56,270.59 "
01PSFL2607-320," 957,423.77 "," 34,079.76 "
01PSFL2607-321," 666,117.69 "," 26,594.17 "
01PSFL2607-323," 483,757.56 "," 18,633.11 "
01PSFL2607-324," 1,655,762.41 "," 58,505.60 "
01PSFL2607-325," 1,191,080.48 "," 65,056.55 "
01PSFL2607-327," 4,721,608.09 "," 182,647.33 "
01PSFL2607-329," 2,586,048.53 "," 105,268.90 "
01PSFL2607-33," 2,403,013.39 "," 82,588.74 "
01PSFL2607-330," 1,429,073.90 "," 59,430.00 "
01PSFL2607-331," 1,476,922.20 "," 47,500.66 "
01PSFL2607-333," 1,250,037.28 "," 76,315.20 "
01PSFL2607-334," 921,013.00 "," 29,205.85 "
01PSFL2607-335," 930,405.24 "," 27,177.74 "
01PSFL2607-336," 29,286.95 "," 30,763.01 "
01PSFL2607-338," 799,282.55 "," 22,919.17 "
01PSFL2607-339," 224,748.64 "," 19,961.36 "
01PSFL2607-34," 609,808.68 "," 31,303.57 "
01PSFL2607-341," 2,995,183.61 "," 140,219.14 "
01PSFL2607-342," 3,302,440.12 "," 94,885.60 "
01PSFL2607-343," 992,416.84 "," 30,906.41 "
01PSFL2607-344," 3,004,142.27 "," 110,999.93 "
01PSFL2607-345," 2,636,637.90 "," 110,603.05 "
01PSFL2607-347," 1,917,349.54 "," 68,597.52 "
01PSFL2607-35," 341,733.72 "," 12,694.56 "
01PSFL2607-38," 554,243.52 "," 34,527.26 "
01PSFL2607-39," 543,228.82 "," 34,772.80 "
01PSFL2607-4," 2,025,226.00 "," 69,062.03 "
01PSFL2607-40," 578,984.76 "," 28,724.64 "
01PSFL2607-43," 1,633,534.09 "," 54,814.83 "
01PSFL2607-44," 3,267,047.39 "," 109,026.49 "
01PSFL2607-46," 3,169,514.50 "," 90,798.86 "
01PSFL2607-47," 486,026.14 "," 64,458.80 "
01PSFL2607-48," 365,868.57 "," 20,483.11 "
01PSFL2607-49," 418,785.37 "," 51,667.93 "
01PSFL2607-50," 3,088,934.83 "," 103,324.43 "
01PSFL2607-52," 815,823.10 "," 44,457.32 "
01PSFL2607-53," 1,711,016.08 "," 57,556.19 "
01PSFL2607-54," 649,145.55 "," 21,916.86 "
01PSFL2607-56," 1,791,371.02 "," 60,439.66 "
01PSFL2607-57," 908,481.53 "," 34,630.79 "
01PSFL2607-58," 1,114,560.00 "," 30,992.09 "
01PSFL2607-59," 1,146,707.47 "," 48,519.67 "
01PSFL2607-6," 901,373.84 "," 26,903.43 "
01PSFL2607-60," 521,386.75 "," 36,703.04 "
01PSFL2607-61," 424,575.04 "," 14,199.70 "
01PSFL2607-62," 398,732.06 "," 11,521.23 "
01PSFL2607-63," 836,587.48 "," 25,042.27 "
01PSFL2607-64," 1,377,738.42 "," 56,398.21 "
01PSFL2607-65," 394,321.00 "," 19,339.46 "
01PSFL2607-66," 388,887.35 "," 11,349.59 "
01PSFL2607-67," 3,107,077.14 "," 104,229.28 "
01PSFL2607-69," 1,460,295.98 "," 46,284.43 "
01PSFL2607-7," 835,938.30 "," 27,535.35 "
01PSFL2607-70," 456,480.59 "," 27,222.73 "
01PSFL2607-71," 739,259.29 "," 32,566.16 "
01PSFL2607-72," 175,382.56 "," 5,782.55 "
01PSFL2607-73," 414,516.23 "," 22,209.52 "
01PSFL2607-74," 1,619,756.83 "," 59,865.94 "
01PSFL2607-75," 1,282,875.78 "," 54,037.74 "
01PSFL2607-76," 1,165,056.81 "," 62,950.07 "
01PSFL2607-77," 960,096.66 "," 28,496.86 "
01PSFL2607-8," 196,617.53 "," 20,889.46 "
01PSFL2607-81," 718,990.53 "," 20,719.18 "
01PSFL2607-82," 1,308,325.01 "," 44,153.33 "
01PSFL2607-84," 871,981.51 "," 36,289.58 "
01PSFL2607-86," 396,823.15 "," 18,560.57 "
01PSFL2607-87," 1,175,352.05 "," 49,187.88 "
01PSFL2607-88," 336,441.90 "," 20,028.76 "
01PSFL2607-89," 942,921.28 "," 34,804.16 "
01PSFL2607-91," 427,666.15 "," 12,750.55 "
01PSFL2607-92," 1,049,137.56 "," 30,389.57 "
01PSFL2607-93," 1,704,302.32 "," 112,431.26 "
01PSFL2607-95," 814,836.08 "," 36,706.49 "
01PSFL2607-97," 2,744,794.53 "," 84,655.46 "
01PSRL2606-1," 2,519,740.50 "," 83,895.58 "
01PSRL2606-10," 954,310.44 "," 29,618.51 "
01PSRL2606-2," 851,054.45 "," 30,334.40 "
01PSRL2606-3," 1,669,085.13 "," 47,801.25 "
01PSRL2606-4," 1,980,341.60 "," 54,181.22 "
01PSRL2606-6," 1,887,298.95 "," 58,805.27 "
01PSRL2606-7," 291,849.65 "," 20,399.18 "
01PSRL2606-8," 1,432,688.81 "," 43,248.23 "
01PSRL2606-9," 394,156.61 "," 33,774.78 "
01PSRL2607-1," 1,345,423.62 "," 41,221.30 "
01PSRL2607-2," 1,343,900.66 "," 45,877.71 "
01PSRL2607-3," 650,343.40 "," 28,379.78 "
01PSTL2606-1," 1,048,217.52 "," 35,215.80 "
01PSTL2606-3," 854,364.12 "," 29,282.32 "
01PSTL2606-4," 393,334.93 "," 13,105.75 "
01PSTL2606-5," 2,887,874.22 "," 88,046.39 "
01PSTL2606-6," 309,977.58 "," 61,980.45 "
01PSTL2606-7," 234,851.59 "," 11,676.23 "
01PSTL2607-1," 1,534,525.58 "," 54,150.45 "
01PSTL2607-10," 361,996.10 "," 10,195.24 "
01PSTL2607-11," 478,608.60 "," 22,758.23 "
01PSTL2607-12," 1,048,693.86 "," 32,225.52 "
01PSTL2607-13," 2,079,011.49 "," 58,749.55 "
01PSTL2607-14," 1,437,294.85 "," 45,976.14 "
01PSTL2607-15," 1,281,117.54 "," 66,530.61 "
01PSTL2607-16," 3,746,447.69 "," 136,917.69 "
01PSTL2607-2," 3,270,428.24 "," 93,898.27 "
01PSTL2607-3," 1,704,684.49 "," 71,182.78 "
01PSTL2607-4," 689,932.56 "," 27,872.08 "
01PSTL2607-5," 515,299.92 "," 16,248.50 "
01PSTL2607-6," 602,976.32 "," 19,628.68 "
01PSTL2607-8," 661,717.86 "," 33,689.88 "
01PSTL2607-9," 746,786.91 "," 35,534.27 "
01PTFL2606-10," 389,838.60 "," 7,405.43 "
01PTFL2606-11," 445,151.43 "," 15,008.64 "
01PTFL2606-12," 438,040.28 "," 14,655.07 "
01PTFL2606-13," 364,276.40 "," 11,790.55 "
01PTFL2606-15," 511,927.94 "," 17,141.56 "
01PTFL2606-16," 429,997.54 "," 11,919.52 "
01PTFL2606-17," 2,947,160.56 "," 78,882.11 "
01PTFL2606-20," 1,378,536.31 "," 47,369.00 "
01PTFL2606-21," 1,246,369.97 "," 40,589.24 "
01PTFL2606-22," 1,061,905.86 "," 28,714.82 "
01PTFL2606-4," 853,265.02 "," 39,250.09 "
01PTFL2606-6," 606,043.02 "," 27,423.37 "
01PTFL2606-7," 378,964.46 "," 18,632.83 "
01PTFL2606-8," 1,132,581.63 "," 25,166.70 "
01PTRL2606-2," 918,666.00 "," 30,216.30 "
01PTRL2606-3," 976,369.04 "," 31,517.16 "
01PTRL2606-4," 1,432,081.40 "," 50,791.06 "
01PTRL2607-1," 531,699.31 "," 16,178.15 "
01PTRL2607-2," 1,075,737.63 "," 31,732.79 "
01PTRL2607-4," 1,524,154.78 "," 45,501.71 "
01PTTL2606-1," 411,630.33 "," 29,767.70 "
01PTTL2606-3," 2,471,283.10 "," 83,854.15 "
01PUFL2606-12," 250,347.36 "," 18,382.69 "
01PUFL2606-9," 429,897.03 "," 31,611.75 "
01PUFL2607-10," 464,294.67 "," 18,794.81 "
01PUFL2607-11," 420,590.16 "," 12,142.56 "
01PUFL2607-14," 801,791.08 "," 49,385.02 "
01PUFL2607-15," 1,388,337.41 "," 59,385.16 "
01PUFL2607-16," 680,400.13 "," 27,772.77 "
01PUFL2607-20," 215,643.35 "," 50,415.34 "
01PUFL2607-22," 4,006,826.40 "," 145,133.54 "
01PUFL2607-23," 608,159.24 "," 40,920.18 "
01PUFL2607-25," 847,905.68 "," 51,493.86 "
01PUFL2607-27," 2,455,999.50 "," 69,258.31 "
01PUFL2607-28," 154,674.50 "," 13,258.44 "
01PUFL2607-29," 406,258.41 "," 15,538.03 "
01PUFL2607-3," 1,223,501.81 "," 38,097.45 "
01PUFL2607-30," 398,710.31 "," 15,357.07 "
01PUFL2607-31," 286,930.49 "," 34,567.12 "
01PUFL2607-32," 1,165,035.56 "," 44,205.22 "
01PUFL2607-4," 1,129,695.86 "," 39,187.45 "
01PUFL2607-6," 4,306,249.25 "," 121,070.57 "
01PUFL2607-7," 1,853,449.12 "," 68,112.58 "
01PUFL2607-8," 412,373.78 "," 39,624.13 "
01PUFL2607-9," 1,470,174.49 "," 69,152.05 "
01PUTL2606-1," 3,848,834.81 "," 122,934.34 "
01PVRL2606-1," 237,708.01 "," 66,136.02 "
01PVRL2607-1," 637,594.40 "," 26,632.63 "
01PZFL2606-1," 406,982.40 "," 16,546.47 "
01PZFL2606-11," 448,733.80 "," 15,463.21 "
01PZFL2606-13," 1,100,938.90 "," 38,605.59 "
01PZFL2606-16," 771,654.96 "," 27,985.47 "
01PZFL2606-17," 443,671.81 "," 15,847.23 "
01PZFL2606-19," 1,712,436.79 "," 55,868.80 "
01PZFL2606-2," 603,831.81 "," 27,660.57 "
01PZFL2606-22," 383,178.93 "," 13,389.24 "
01PZFL2606-26," 798,183.92 "," 32,363.47 "
01PZFL2606-27," 889,225.88 "," 32,442.75 "
01PZFL2606-28," 688,370.77 "," 29,649.50 "
01PZFL2606-29," 382,105.67 "," 28,814.22 "
01PZFL2606-3," 409,758.83 "," 14,723.15 "
01PZFL2606-30," 890,458.04 "," 30,485.46 "
01PZFL2606-34," 416,408.40 "," 12,829.92 "
01PZFL2606-7," 1,430,976.02 "," 51,864.49 "
01PZFL2607-1," 943,113.92 "," 35,672.48 "
01PZFL2607-10," 1,117,119.49 "," 35,322.45 "
01PZFL2607-14," 1,108,500.68 "," 29,593.14 "
01PZFL2607-15," 414,958.10 "," 12,258.70 "
01PZFL2607-16," 823,418.50 "," 28,276.19 "
01PZFL2607-19," 813,757.14 "," 27,239.25 "
01PZFL2607-2," 1,357,413.24 "," 45,536.74 "
01PZFL2607-20," 1,021,812.38 "," 36,116.93 "
01PZFL2607-21," 2,359,687.93 "," 81,919.96 "
01PZFL2607-3," 445,337.62 "," 10,250.10 "
01PZFL2607-4," 884,034.24 "," 30,788.66 "
01PZFL2607-5," 428,741.46 "," 14,687.32 "
01PZFL2607-6," 788,913.46 "," 19,571.86 "
01PZFL2607-7," 1,866,262.66 "," 59,534.87 "
01PZFL2607-9," 845,809.64 "," 26,145.01 "
01PZRL2606-1," 3,022,772.40 "," 93,685.21 "
01PZRL2607-1," 618,950.40 "," 30,267.88 "
01PZRL2607-2," 687,467.75 "," 37,935.26 "
01PZRL2607-3," 428,275.03 "," 9,354.57 "
01PZRL2607-4," 173,400.52 "," 11,010.90 "
01PZRL2607-5," 1,059,579.61 "," 35,283.20 "
01PZTL2606-1," 399,926.62 "," 9,623.10 "
02PAFL2606-1," 5,558,396.48 "," 310,297.13 "
02PAFL2606-12," 983,065.02 "," 45,080.15 "
02PAFL2606-13," 1,686,758.84 "," 71,085.03 "
02PAFL2606-16," 954,526.60 "," 39,222.07 "
02PAFL2606-21," 353,083.86 "," 24,654.00 "
02PAFL2606-23," 115,780.06 "," 7,519.48 "
02PAFL2606-27," 266,459.86 "," 19,925.36 "
02PAFL2606-28," 249,050.24 "," 15,094.83 "
02PAFL2606-32," 1,022,260.20 "," 34,865.90 "
02PAFL2606-34," 1,011,129.43 "," 40,948.21 "
02PAFL2606-39," 981,464.50 "," 33,160.27 "
02PAFL2606-40," 362,340.98 "," 16,046.89 "
02PAFL2606-45," 382,977.49 "," 17,794.48 "
02PAFL2606-6," 951,718.10 "," 34,355.38 "
02PAFL2607-10," 434,535.66 "," 23,816.54 "
02PAFL2607-13," 1,537,187.13 "," 126,716.24 "
02PAFL2607-14," 1,097,394.58 "," 49,523.40 "
02PAFL2607-16," 1,110,968.87 "," 42,851.57 "
02PAFL2607-18," 1,072,833.31 "," 38,006.40 "
02PAFL2607-19," 238,450.09 "," 29,370.12 "
02PAFL2607-20," 588,805.41 "," 31,113.07 "
02PAFL2607-21," 329,738.30 "," 39,127.78 "
02PAFL2607-25," 1,025,521.59 "," 63,509.72 "
02PAFL2607-29," 1,277,156.68 "," 62,295.70 "
02PAFL2607-30," 317,991.58 "," 13,734.33 "
02PAFL2607-31," 354,946.09 "," 25,224.37 "
02PAFL2607-32," 973,392.83 "," 37,317.29 "
02PAFL2607-34," 1,800,822.46 "," 67,679.13 "
02PAFL2607-35," 962,096.20 "," 26,324.12 "
02PAFL2607-36," 1,636,349.51 "," 97,800.24 "
02PAFL2607-37," 455,684.51 "," 18,531.95 "
02PAFL2607-4," 665,101.80 "," 32,880.24 "
02PAFL2607-41," 740,583.96 "," 49,647.11 "
02PAFL2607-42," 1,178,093.54 "," 42,935.31 "
02PAFL2607-45," 449,697.59 "," 28,152.37 "
02PAFL2607-48," 1,865,230.28 "," 62,918.25 "
02PAFL2607-49," 276,788.12 "," 21,049.79 "
02PAFL2607-51," 945,883.21 "," 27,419.12 "
02PAFL2607-52," 682,165.20 "," 31,458.69 "
02PAFL2607-6," 413,782.18 "," 19,354.97 "
02PAFL2607-7," 1,069,691.76 "," 49,798.43 "
02PAFL2607-9," 847,423.08 "," 26,703.45 "
02PAFL2608-1," 245,021.65 "," 7,663.49 "
02PAFL2608-10," 881,766.21 "," 35,559.69 "
02PAFL2608-103," 843,713.57 "," 25,611.34 "
02PAFL2608-104," 328,381.57 "," 22,818.75 "
02PAFL2608-106," 412,876.09 "," 15,224.56 "
02PAFL2608-108," 12,462.13 "," 12,883.84 "
02PAFL2608-109," 1,225,010.17 "," 43,599.72 "
02PAFL2608-11," 485,349.27 "," 16,992.39 "
02PAFL2608-111," 216,707.20 "," 16,704.37 "
02PAFL2608-113," 213,993.70 "," 11,060.89 "
02PAFL2608-114," 68,065.96 "," 13,100.85 "
02PAFL2608-116," 1,168,373.90 "," 42,359.64 "
02PAFL2608-117," 1,537,586.26 "," 63,556.89 "
02PAFL2608-119," 294,565.86 "," 15,934.70 "
02PAFL2608-12," 1,113,633.93 "," 51,578.82 "
02PAFL2608-121," 326,722.62 "," 11,879.79 "
02PAFL2608-124," 350,032.08 "," 26,798.76 "
02PAFL2608-125," 327,253.63 "," 63,238.54 "
02PAFL2608-126," 776,381.17 "," 28,581.45 "
02PAFL2608-128," 888,208.79 "," 33,095.95 "
02PAFL2608-13," 541,904.18 "," 37,748.27 "
02PAFL2608-130," 402,051.20 "," 17,601.81 "
02PAFL2608-132," 618,625.73 "," 24,710.05 "
02PAFL2608-133," 1,378,397.99 "," 64,335.46 "
02PAFL2608-134," 859,763.68 "," 29,692.98 "
02PAFL2608-136," 847,094.59 "," 31,406.82 "
02PAFL2608-137," 873,819.05 "," 37,892.45 "
02PAFL2608-138," 415,514.76 "," 39,486.82 "
02PAFL2608-14," 1,005,388.60 "," 31,874.66 "
02PAFL2608-140," 734,557.50 "," 55,052.41 "
02PAFL2608-145," 439,466.25 "," 20,537.60 "
02PAFL2608-147," 239,065.79 "," 66,898.18 "
02PAFL2608-15," 945,774.81 "," 28,541.21 "
02PAFL2608-150," 103,200.20 "," 18,847.91 "
02PAFL2608-152," 1,168,444.29 "," 42,592.78 "
02PAFL2608-155," 656,239.73 "," 19,301.18 "
02PAFL2608-156," 856,373.17 "," 29,919.90 "
02PAFL2608-158," 446,790.53 "," 17,646.32 "
02PAFL2608-162," 951,450.60 "," 26,396.74 "
02PAFL2608-163," 925,546.81 "," 27,535.24 "
02PAFL2608-167," 1,041,626.34 "," 43,790.97 "
02PAFL2608-169," 108,507.79 "," 6,150.81 "
02PAFL2608-18," 1,769,620.26 "," 52,454.86 "
02PAFL2608-19," 273,411.36 "," 55,557.96 "
02PAFL2608-21," 1,062,790.27 "," 30,703.23 "
02PAFL2608-24," 1,038,407.00 "," 35,099.17 "
02PAFL2608-25," 795,739.90 "," 33,086.73 "
02PAFL2608-27," 318,442.53 "," 8,992.27 "
02PAFL2608-28," 844,286.62 "," 44,891.06 "
02PAFL2608-29," 643,316.33 "," 29,878.03 "
02PAFL2608-30," 436,779.80 "," 16,560.05 "
02PAFL2608-31," 814,838.88 "," 38,652.67 "
02PAFL2608-32," 612,880.63 "," 21,205.82 "
02PAFL2608-33," 611,737.41 "," 30,358.13 "
02PAFL2608-35," 1,642,392.02 "," 60,769.37 "
02PAFL2608-36," 461,973.88 "," 27,250.30 "
02PAFL2608-39," 299,138.85 "," 14,870.43 "
02PAFL2608-4," 987,918.12 "," 39,958.65 "
02PAFL2608-40," 851,232.25 "," 32,881.10 "
02PAFL2608-41," 938,030.21 "," 34,697.31 "
02PAFL2608-42," 610,199.05 "," 22,787.92 "
02PAFL2608-44," 1,025,113.05 "," 307,270.18 "
02PAFL2608-45," 1,374,751.83 "," 58,010.31 "
02PAFL2608-46," 841,230.04 "," 26,356.16 "
02PAFL2608-47," 145,000.49 "," 12,306.35 "
02PAFL2608-48," 1,622,917.51 "," 235,606.41 "
02PAFL2608-49," 194,069.96 "," 7,954.02 "
02PAFL2608-51," 1,338,605.13 "," 49,886.37 "
02PAFL2608-52," 1,918,405.80 "," 70,512.33 "
02PAFL2608-53," 842,781.06 "," 39,556.80 "
02PAFL2608-57," 332,375.61 "," 19,131.58 "
02PAFL2608-61," 884,102.07 "," 30,865.91 "
02PAFL2608-63," 1,782,860.69 "," 71,322.72 "
02PAFL2608-64," 2,254,493.35 "," 90,379.53 "
02PAFL2608-65," 1,588,293.91 "," 56,377.29 "
02PAFL2608-67," 857,933.76 "," 31,795.90 "
02PAFL2608-68," 60,643.56 "," 10,868.14 "
02PAFL2608-70," 1,069,953.53 "," 35,702.97 "
02PAFL2608-72," 868,761.78 "," 41,046.53 "
02PAFL2608-73," 716,825.58 "," 26,191.50 "
02PAFL2608-74," 639,906.21 "," 27,476.56 "
02PAFL2608-77," 210,671.68 "," 29,206.92 "
02PAFL2608-81," 790,046.34 "," 63,599.15 "
02PAFL2608-85," 550,076.39 "," 44,106.36 "
02PAFL2608-86," 1,437,136.69 "," 55,157.38 "
02PAFL2608-87," 935,081.19 "," 36,528.99 "
02PAFL2608-88," 153,928.82 "," 40,097.95 "
02PAFL2608-89," 418,735.01 "," 14,784.14 "
02PAFL2608-9," 165,357.50 "," 9,921.63 "
02PAFL2608-90," 780,166.05 "," 24,562.60 "
02PAFL2608-92," 860,677.61 "," 29,994.44 "
02PAFL2608-95," 1,068,133.14 "," 44,334.77 "
02PAFL2608-96," 1,497,931.94 "," 47,405.37 "
02PAFL2608-99," 218,522.85 "," 8,440.55 "
02PATL2606-1," 491,119.49 "," 26,752.38 "
02PATL2606-10," 789,524.78 "," 35,327.28 "
02PATL2606-11," 137,604.07 "," 10,761.43 "
02PATL2606-12," 1,856,168.84 "," 68,571.85 "
02PATL2606-13," 334,361.16 "," 40,331.26 "
02PATL2606-14," 1,284,188.95 "," 53,075.11 "
02PATL2606-16," 1,762,321.11 "," 79,983.30 "
02PATL2606-17," 1,653,590.55 "," 61,529.48 "
02PATL2606-18," 876,250.03 "," 40,466.68 "
02PATL2606-19," 972,114.34 "," 36,920.16 "
02PATL2606-2," 1,843,564.20 "," 72,820.20 "
02PATL2606-20," 1,240,469.92 "," 55,426.70 "
02PATL2606-21," 994,681.67 "," 36,035.91 "
02PATL2606-22," 825,364.61 "," 40,327.92 "
02PATL2606-3," 202,414.98 "," 31,438.90 "
02PATL2606-5," 921,945.51 "," 45,832.68 "
02PATL2606-6," 345,178.85 "," 20,720.85 "
02PATL2606-7," 644,753.04 "," 37,664.88 "
02PATL2606-8," 1,678,534.94 "," 62,130.82 "
02PATL2606-9," 918,926.96 "," 42,116.63 "
02PATL2607-1," 963,657.37 "," 38,545.06 "
02PATL2607-10," 1,332,353.98 "," 42,304.40 "
02PATL2607-11," 71,047.15 "," 40,439.14 "
02PATL2607-12," 1,891,236.01 "," 103,908.99 "
02PATL2607-13," 916,903.55 "," 43,718.35 "
02PATL2607-14," 1,623,152.20 "," 72,151.55 "
02PATL2607-15," 1,046,702.93 "," 39,782.81 "
02PATL2607-16," 1,120,272.21 "," 39,351.98 "
02PATL2607-17," 1,118,032.99 "," 37,623.18 "
02PATL2607-19," 1,142,199.46 "," 42,527.02 "
02PATL2607-2," 1,038,985.67 "," 42,471.87 "
02PATL2607-20," 321,242.45 "," 17,724.46 "
02PATL2607-21," 548,304.90 "," 25,591.04 "
02PATL2607-23," 918,049.84 "," 42,038.17 "
02PATL2607-3," 899,680.92 "," 32,158.04 "
02PATL2607-4," 852,855.82 "," 36,906.98 "
02PATL2607-5," 60,742.07 "," 38,879.26 "
02PATL2607-6," 511,721.19 "," 34,820.64 "
02PATL2607-7," 611,343.46 "," 56,155.64 "
02PATL2607-8," 1,006,130.69 "," 37,110.47 "
02PATL2607-9," 1,611,415.56 "," 64,842.63 "
02PATL2608-1," 1,461,887.73 "," 52,895.01 "
02PATL2608-10," 959,251.63 "," 28,639.29 "
02PATL2608-2," 801,452.33 "," 26,621.74 "
02PATL2608-4," 818,687.34 "," 29,571.92 "
02PATL2608-5," 786,652.12 "," 50,954.20 "
02PATL2608-6," 889,107.97 "," 62,422.09 "
02PATL2608-7," 833,325.00 "," 38,212.90 "
02PATL2608-8," 917,502.50 "," 36,378.23 "
02PATL2608-9," 900,971.76 "," 29,729.76 "
02PBFL2606-1," 1,694,382.53 "," 76,174.97 "
02PBFL2607-1," 95,431.98 "," 7,917.26 "
02PBFL2607-2," 190,243.30 "," 18,562.47 "
02PBFL2607-6," 492,924.53 "," 49,449.69 "
02PBRL2606-1," 1,090,111.86 "," 48,216.84 "
02PBRL2606-2," 1,194,516.27 "," 56,763.14 "
02PBRL2606-3," 1,774,391.09 "," 65,150.45 "
02PBRL2607-1," 934,925.22 "," 39,111.32 "
02PBRL2607-2," 2,365,622.87 "," 95,127.97 "
02PBRL2608-1," 697,607.74 "," 31,171.34 "
02PBRL2608-2," 2,329,071.67 "," 115,987.53 "
02PBTL2606-1," 367,031.49 "," 16,091.00 "
02PBTL2607-1," 3,527,678.33 "," 133,747.41 "
02PBTL2608-1," 338,401.76 "," 15,639.93 "
02PCRL2606-1," 1,563,278.67 "," 67,215.15 "
02PCRL2606-3," 711,059.87 "," 31,290.42 "
02PCRL2606-4," 734,889.61 "," 30,650.18 "
02PCRL2606-5," 729,578.29 "," 37,847.78 "
02PCRL2607-1," 407,660.58 "," 34,095.97 "
02PCRL2607-2," 1,300,974.75 "," 64,706.21 "
02PCRL2608-1," 1,265,014.67 "," 37,652.97 "
02PCRL2608-2," 644,270.91 "," 35,229.91 "
02PCRL2608-3," 922,216.25 "," 28,780.13 "
02PCRL2608-4," 514,068.95 "," 26,898.98 "
02PDFL2606-1," 2,854,178.46 "," 150,145.61 "
02PDFL2606-10," 1,611,490.03 "," 70,139.78 "
02PDFL2606-11," 1,093,586.88 "," 44,506.23 "
02PDFL2606-12," 1,225,551.26 "," 52,493.60 "
02PDFL2606-14," 657,935.00 "," 27,958.80 "
02PDFL2606-2," 867,811.36 "," 30,022.78 "
02PDFL2606-3," 423,609.55 "," 16,168.30 "
02PDFL2607-1," 827,407.95 "," 33,148.20 "
02PDFL2607-10," 1,136,514.02 "," 50,623.69 "
02PDFL2607-11," 323,524.05 "," 20,309.91 "
02PDFL2607-12," 752,550.71 "," 33,083.49 "
02PDFL2607-14," 957,310.26 "," 40,949.63 "
02PDFL2607-16," 749,044.02 "," 28,433.08 "
02PDFL2607-17," 817,825.08 "," 29,864.48 "
02PDFL2607-18," 1,071,979.17 "," 58,318.27 "
02PDFL2607-2," 879,324.79 "," 34,076.34 "
02PDFL2607-20," 1,041,024.94 "," 55,848.89 "
02PDFL2607-21," 1,006,630.79 "," 43,166.30 "
02PDFL2607-25," 327,765.51 "," 14,375.46 "
02PDFL2607-27," 976,006.65 "," 38,207.66 "
02PDFL2607-28," 419,195.39 "," 19,204.32 "
02PDFL2607-29," 872,036.50 "," 43,785.17 "
